user_id,age,country,income_level,investment_experience,num_investments,total_invested
5322,52,France,Medium,Expert,13,25768.74
5323,32,France,Medium,Novice,16,34960.73
5324,34,Germany,Low,Novice,17,20107.45
5325,35,Sweden,Low,Novice,18,38866.37
5326,65,Austria,Medium,Novice,11,26670.43
5327,44,Netherlands,Medium,Intermediate,19,33330.67
5328,62,Germany,Medium,Intermediate,10,12039.22
5329,65,Germany,Low,Intermediate,5,9995.49
5330,21,Netherlands,High,Intermediate,11,26147.2
5331,32,Austria,Low,Intermediate,20,43740.3
5332,49,Netherlands,High,Novice,6,9441.69
5333,24,France,Medium,Novice,8,8806.81
5334,26,Spain,Low,Novice,8,19383.78
5335,21,Italy,Low,Novice,16,31485.22
5336,61,Austria,Low,Intermediate,12,43804.65
5337,56,France,High,Novice,8,13146.81
5338,47,Netherlands,Medium,Intermediate,14,17570.78
5339,57,Spain,Low,Intermediate,17,32147.21
5340,61,Germany,Medium,Expert,16,35843.33
5341,23,Italy,Medium,Expert,8,9184.41
5342,65,Germany,Medium,Novice,13,10570.71
5343,56,Germany,High,Novice,13,31315.14
5344,65,Spain,Low,Expert,14,43098.48
5345,19,Netherlands,Low,Expert,10,34390.67
5346,52,Austria,Low,Intermediate,8,12126.37
5347,43,France,Low,Novice,14,27792.27
5348,30,Germany,Medium,Novice,6,15940.16
5349,21,Netherlands,Medium,Expert,6,9459.42
5350,44,Austria,High,Novice,7,13628.48
5351,20,Italy,Low,Novice,5,9626.98
5352,27,Germany,Medium,Expert,11,14316.34
5353,41,Netherlands,Low,Intermediate,18,22754.75
5354,34,Netherlands,Medium,Novice,14,13538.06
5355,45,Italy,High,Intermediate,5,6548.78
5356,56,Austria,Low,Novice,9,18941.6
5357,44,Netherlands,Low,Intermediate,14,36574.67
5358,42,France,Medium,Novice,14,33433.49
5359,28,Italy,Low,Expert,20,40428.35
5360,25,Germany,Low,Novice,16,16822.56
5361,31,Austria,Medium,Novice,5,17894.97
5362,65,Netherlands,High,Intermediate,20,36249.9
5363,38,Netherlands,Medium,Novice,5,9217.83
5364,50,Austria,Medium,Expert,6,11390.21
5365,20,Spain,Medium,Expert,15,42218.35
5366,56,Sweden,Medium,Intermediate,5,11262.47
5367,44,France,Medium,Intermediate,13,20515.8
5368,63,Germany,Medium,Intermediate,8,18432.07
5369,42,Netherlands,Low,Intermediate,16,29550.01
5370,33,France,Medium,Expert,18,33821.61
5371,36,Italy,High,Novice,20,62485.15
5372,41,Sweden,Low,Intermediate,15,33550.13
5373,32,France,Low,Novice,15,36800.44
5374,20,Austria,Medium,Novice,6,8075.92
5375,63,Austria,Medium,Intermediate,18,40131.62
5376,49,Italy,Low,Expert,15,20956.33
5377,35,Netherlands,High,Intermediate,6,12515.19
5378,42,Sweden,Medium,Novice,15,16335.42
5379,39,Austria,Medium,Intermediate,9,12638.71
5380,64,Austria,High,Intermediate,11,15940.75
5381,58,Netherlands,High,Novice,12,19725.46
5382,33,Italy,Medium,Novice,8,16054.36
5383,35,Italy,Medium,Intermediate,15,27135.02
5384,50,Italy,High,Novice,13,22610.56
5385,31,Netherlands,Low,Novice,5,22815.69
5386,36,Netherlands,Low,Intermediate,8,8626.53
5387,18,Spain,Medium,Expert,9,13611.49
5388,57,Netherlands,Medium,Expert,10,21263.33
5389,29,Austria,Medium,Novice,12,30126.93
5390,41,Spain,Medium,Novice,6,16333.68
5391,46,France,Low,Expert,19,42203.52
5392,18,Italy,High,Novice,6,5520.51
5393,33,Netherlands,Medium,Intermediate,15,38952.31
5394,25,Netherlands,Low,Novice,10,23052.23
5395,36,Germany,High,Expert,12,29622.32
5396,59,Spain,Medium,Novice,20,22512.64
5397,28,Italy,High,Novice,20,38776.42
5398,38,Netherlands,Low,Expert,11,17767.03
5399,46,Spain,Medium,Intermediate,15,28444.62
5400,47,France,Low,Expert,20,26855.23
5401,19,Germany,Medium,Intermediate,13,30803.75
5402,25,Italy,High,Expert,16,26457.09
5403,28,France,High,Novice,12,14824.95
5404,64,Spain,Medium,Expert,13,24573.24
5405,53,Netherlands,Medium,Novice,9,38477.82
5406,60,Netherlands,Medium,Novice,19,39628.31
5407,50,Austria,Medium,Novice,14,19649.56
5408,61,Sweden,High,Novice,10,28319.73
5409,25,Italy,Low,Expert,20,53426.71
5410,59,Austria,Medium,Intermediate,6,23452.69
5411,44,Austria,Medium,Intermediate,17,21423.71
5412,27,France,High,Novice,12,29909.83
5413,26,Spain,Medium,Intermediate,13,29310.35
5414,44,France,Low,Novice,8,11347.19
5415,35,Germany,Medium,Novice,14,47114.82
5416,58,Sweden,Medium,Novice,14,25864.69
5417,46,Spain,Low,Expert,20,45487.18
5418,41,Netherlands,Medium,Intermediate,20,30725.69
5419,20,Germany,Low,Novice,7,5942.13
5420,61,France,Medium,Novice,20,42123.7
5421,29,Netherlands,Medium,Expert,20,36919.49
5422,30,Germany,Medium,Intermediate,16,38632.09
5423,32,Spain,Medium,Novice,14,29007.79
5424,31,Austria,Medium,Expert,8,22123.62
5425,62,Germany,Medium,Novice,12,35287.75
5426,20,France,Low,Novice,16,31311.39
5427,40,Netherlands,Medium,Intermediate,15,19066.67
5428,43,France,High,Novice,11,15852.62
5429,59,France,Medium,Intermediate,5,5388.29
5430,49,Austria,Low,Novice,19,33593.13
5431,41,Spain,Medium,Expert,15,39122.03
5432,60,Sweden,Low,Novice,8,21292.0
5433,28,France,Medium,Intermediate,13,33373.2
5434,46,France,Medium,Novice,17,40612.27
5435,51,Spain,Medium,Novice,16,48519.78
5436,41,Austria,Medium,Intermediate,16,29944.51
5437,32,Austria,Medium,Novice,9,31316.3
5438,45,Italy,Low,Novice,16,33595.01
5439,20,Italy,Medium,Expert,7,19439.67
5440,53,Italy,Low,Novice,11,21770.41
5441,56,Italy,Medium,Novice,12,31459.74
5442,50,Austria,Low,Expert,10,22755.33
5443,42,Germany,Low,Novice,18,45400.73
5444,27,Italy,Low,Intermediate,16,49022.38
5445,53,France,High,Intermediate,12,40550.58
5446,53,Sweden,High,Intermediate,16,28742.51
5447,49,Sweden,Medium,Intermediate,14,42205.33
5448,63,Austria,Low,Expert,6,17033.23
5449,43,Italy,Low,Novice,8,20962.87
5450,34,France,Low,Expert,6,15895.44
5451,31,Sweden,High,Novice,8,13662.62
5452,28,Sweden,Medium,Intermediate,11,24968.12
5453,56,Netherlands,Low,Novice,17,25951.84
5454,53,Sweden,High,Intermediate,7,6369.91
5455,63,Austria,Medium,Intermediate,20,42677.96
5456,29,France,Medium,Novice,9,21419.29
5457,21,Italy,Low,Expert,10,22805.23
5458,39,France,Medium,Novice,16,30276.62
5459,42,France,High,Intermediate,11,33603.82
5460,64,Italy,High,Novice,13,27521.03
5461,59,Germany,Medium,Novice,16,32088.02
5462,61,Austria,Medium,Novice,5,23331.25
5463,33,Germany,Medium,Novice,5,12404.61
5464,53,Netherlands,Medium,Intermediate,11,20886.84
5465,38,France,Low,Intermediate,7,12192.21
5466,32,Austria,Medium,Novice,19,41671.34
5467,21,Spain,Medium,Intermediate,11,22580.87
5468,32,Spain,High,Novice,12,27245.95
5469,41,Italy,Low,Intermediate,18,39085.78
5470,48,Germany,Medium,Novice,20,32159.07
5471,22,Austria,Low,Intermediate,5,8261.85
5472,22,Netherlands,Low,Expert,6,11784.21
5473,35,Germany,Low,Intermediate,12,11079.67
5474,61,Netherlands,Medium,Novice,16,34771.95
5475,54,Sweden,Low,Intermediate,19,36152.18
5476,55,France,Medium,Novice,17,32673.77
5477,49,Netherlands,High,Novice,16,32915.79
5478,18,Austria,Low,Novice,17,36413.32
5479,45,France,Medium,Novice,16,30509.92
5480,59,Italy,Low,Intermediate,10,37801.83
5481,23,France,Medium,Expert,8,12901.94
5482,54,France,Medium,Novice,10,10754.88
5483,57,Italy,Medium,Intermediate,18,44142.98
5484,47,Italy,Low,Expert,11,12085.23
5485,48,France,Low,Novice,7,11040.26
5486,48,France,Low,Intermediate,9,12770.57
5487,29,France,Medium,Novice,13,14158.31
5488,19,Italy,High,Intermediate,16,25025.45
5489,51,Spain,Medium,Intermediate,18,27889.83
5490,44,Netherlands,Low,Intermediate,15,18052.32
5491,31,Sweden,Medium,Expert,7,14023.38
5492,62,Sweden,Medium,Novice,14,14963.2
5493,23,Sweden,Medium,Novice,15,26140.03
5494,30,Germany,High,Intermediate,11,14220.03
5495,55,Sweden,Medium,Novice,15,29659.74
5496,27,Germany,Low,Intermediate,18,31361.6
5497,40,Austria,Low,Novice,17,26641.92
5498,42,Netherlands,High,Intermediate,8,16259.48
5499,47,Austria,High,Novice,11,19298.38
5500,63,Germany,Low,Novice,11,20955.24
5501,53,Italy,Medium,Novice,13,27774.4
5502,60,Austria,Medium,Novice,12,27602.06
5503,54,Italy,Medium,Expert,18,50488.99
5504,23,Italy,High,Novice,15,22922.82
5505,40,Italy,Medium,Novice,5,6958.74
5506,39,Germany,Low,Novice,6,21877.79
5507,38,Sweden,Low,Novice,18,43500.3
5508,55,Sweden,Medium,Novice,11,25352.06
5509,45,Spain,Low,Novice,20,70905.2
5510,23,Germany,High,Intermediate,9,17283.47
5511,40,France,Medium,Novice,7,13571.08
5512,38,France,Low,Novice,17,49935.63
5513,47,Sweden,Low,Novice,8,10218.89
5514,25,France,Medium,Novice,18,29674.28
5515,61,France,Medium,Novice,20,36607.29
5516,23,Austria,Medium,Novice,12,17481.2
5517,51,Spain,High,Expert,20,23841.08
5518,39,Spain,Medium,Expert,19,38621.91
5519,44,Sweden,Medium,Novice,17,26054.06
5520,39,Austria,Low,Expert,11,16712.67
5521,36,Sweden,Low,Intermediate,13,34518.98
5522,22,Austria,High,Intermediate,8,13741.28
5523,43,Spain,High,Intermediate,8,14909.99
5524,56,France,High,Expert,16,34162.32
5525,34,Netherlands,Medium,Novice,12,21920.18
5526,54,Netherlands,High,Novice,19,49320.86
5527,51,Austria,Medium,Intermediate,14,33411.72
5528,53,France,Low,Novice,19,44252.1
5529,39,Spain,Medium,Intermediate,10,22160.16
5530,48,Sweden,High,Expert,14,29278.8
5531,60,Austria,Medium,Intermediate,14,44716.09
5532,51,Spain,High,Novice,8,17904.85
5533,33,France,Low,Novice,8,12409.62
5534,54,Italy,Low,Intermediate,17,26088.19
5535,25,Austria,Medium,Novice,8,10997.79
5536,38,Netherlands,High,Intermediate,14,31746.78
5537,30,Netherlands,Medium,Intermediate,7,21898.4
5538,41,Netherlands,Medium,Intermediate,9,12959.92
5539,26,Germany,Low,Novice,17,49671.73
5540,35,Spain,Medium,Novice,8,15167.7
5541,22,France,Medium,Novice,19,42333.2
5542,21,Austria,Low,Expert,14,25526.87
5543,40,Germany,Low,Novice,6,17460.77
5544,64,Austria,Medium,Expert,14,22113.42
5545,40,Spain,Medium,Novice,19,38456.81
5546,39,Spain,Medium,Intermediate,15,44486.35
5547,48,Germany,Medium,Novice,15,37455.42
5548,23,Spain,Medium,Expert,16,27241.5
5549,34,Sweden,Medium,Novice,16,20120.88
5550,34,Sweden,Medium,Novice,8,18340.89
5551,23,Germany,Low,Intermediate,10,20916.96
5552,41,Germany,High,Novice,19,56754.52
5553,29,France,High,Novice,11,15223.28
5554,60,Sweden,Low,Expert,18,30993.48
5555,30,Netherlands,Medium,Novice,15,34794.59
5556,44,France,Medium,Novice,7,15912.64
5557,32,Sweden,Medium,Intermediate,20,33645.89
5558,50,Sweden,Medium,Expert,9,32202.41
5559,43,Austria,High,Expert,10,19780.93
5560,20,Spain,Medium,Expert,17,34584.01
5561,59,Netherlands,Medium,Expert,8,17792.8
5562,54,Austria,Low,Intermediate,9,18070.76
5563,21,France,High,Intermediate,7,7261.51
5564,59,Sweden,High,Novice,18,33527.9
5565,36,Germany,Medium,Novice,7,18627.23
5566,20,Netherlands,Low,Novice,13,24453.98
5567,27,France,Medium,Intermediate,19,38942.9
5568,41,Germany,Low,Expert,8,18969.58
5569,57,Netherlands,Medium,Novice,11,22683.37
5570,46,Austria,Medium,Expert,17,24413.04
5571,28,France,Low,Intermediate,9,6720.94
5572,27,Spain,Medium,Novice,15,29450.12
5573,19,France,Medium,Intermediate,19,40752.73
5574,24,France,Low,Novice,13,40104.3
5575,19,France,Low,Novice,5,8785.61
5576,46,Germany,Medium,Novice,20,45291.7
5577,45,Austria,Medium,Expert,6,12253.57
5578,18,Italy,High,Novice,14,41882.04
5579,48,Spain,Medium,Intermediate,14,36822.37
5580,38,France,High,Novice,7,11543.22
5581,35,Sweden,Medium,Novice,11,13122.65
5582,29,France,Medium,Intermediate,20,39777.79
5583,34,Austria,Medium,Novice,6,14119.37
5584,31,Netherlands,Medium,Expert,16,28362.41
5585,26,Germany,Low,Novice,9,21475.86
5586,22,Austria,Medium,Intermediate,5,10511.32
5587,19,Germany,Medium,Novice,19,36610.37
5588,28,Sweden,Medium,Novice,8,10505.85
5589,41,Germany,Medium,Expert,17,22035.05
5590,44,Austria,Low,Expert,18,29515.73
5591,47,Sweden,Medium,Novice,5,9569.36
5592,48,Sweden,Medium,Novice,13,28737.22
5593,34,Italy,Low,Intermediate,5,4406.69
5594,56,Austria,Low,Novice,18,37393.9
5595,42,Netherlands,Medium,Novice,5,15344.94
5596,46,France,Medium,Novice,5,14525.51
5597,27,Netherlands,Medium,Expert,16,27010.45
5598,29,France,Medium,Novice,16,18674.24
5599,55,Austria,Medium,Novice,17,28945.86
5600,52,Netherlands,Medium,Expert,19,37524.05
5601,64,Sweden,Low,Novice,9,23000.73
5602,33,Sweden,Low,Intermediate,17,39111.58
5603,22,Austria,Low,Novice,16,28671.37
5604,23,Germany,Low,Novice,10,22415.58
5605,50,Germany,Low,Novice,12,36008.45
5606,62,Spain,Medium,Expert,13,27975.35
5607,57,Germany,Medium,Expert,16,33668.2
5608,22,Italy,High,Expert,14,39881.76
5609,49,Netherlands,Medium,Intermediate,8,15324.7
5610,32,Spain,Low,Novice,10,12266.96
5611,57,Spain,Low,Novice,10,14818.54
5612,56,Netherlands,Medium,Expert,12,20640.78
5613,25,Italy,Low,Novice,10,15484.19
5614,49,Italy,Medium,Novice,13,20515.66
5615,53,Italy,Low,Novice,10,16820.95
5616,36,France,Low,Novice,20,41895.87
5617,42,Sweden,Medium,Expert,8,16135.86
5618,55,Sweden,Medium,Expert,7,15123.23
5619,30,Sweden,Medium,Intermediate,16,34224.69
5620,30,France,High,Novice,7,13150.93
5621,46,Austria,Low,Intermediate,17,31684.24
5622,51,Italy,Medium,Intermediate,7,24400.22
5623,39,Germany,Low,Novice,6,16152.27
5624,28,Germany,High,Intermediate,9,18346.4
5625,42,Austria,Medium,Novice,14,34030.25
5626,57,Austria,High,Novice,10,20046.73
5627,61,Italy,Medium,Intermediate,18,29781.59
5628,29,Italy,Medium,Intermediate,16,26915.96
5629,28,Spain,Medium,Novice,12,14658.67
5630,35,France,Medium,Novice,13,29131.05
5631,38,Austria,Low,Expert,17,31630.59
5632,54,France,Low,Novice,12,10999.48
5633,43,Netherlands,Medium,Novice,6,9894.53
5634,56,France,Low,Novice,11,29589.34
5635,64,France,Low,Novice,19,29444.88
5636,22,Netherlands,High,Expert,16,15940.51
5637,44,France,Low,Intermediate,16,24244.0
5638,38,Austria,Medium,Intermediate,17,44028.26
5639,32,Italy,Low,Intermediate,7,13838.03
5640,27,Sweden,Medium,Expert,5,13835.71
5641,64,Netherlands,Medium,Expert,16,32706.76
5642,20,Italy,Medium,Novice,13,15803.25
5643,34,Spain,Medium,Intermediate,12,23863.23
5644,53,Netherlands,Low,Novice,20,39365.91
5645,24,France,Medium,Intermediate,5,11212.24
5646,20,Germany,Low,Intermediate,14,33343.83
5647,32,Sweden,High,Novice,15,27459.19
5648,59,Germany,Low,Novice,12,19743.27
5649,29,Austria,Low,Intermediate,9,17235.19
5650,50,Sweden,High,Novice,20,39503.71
5651,41,Spain,Low,Novice,19,48179.52
5652,44,Spain,Medium,Novice,11,14416.11
5653,18,Germany,Medium,Novice,13,12058.83
5654,38,Netherlands,Medium,Novice,9,11048.93
5655,37,Netherlands,Medium,Expert,5,4714.34
5656,61,Germany,Low,Novice,9,16303.33
5657,54,Spain,High,Novice,9,10984.48
5658,58,Spain,Medium,Expert,6,12148.48
5659,51,Netherlands,Medium,Expert,7,6760.3
5660,58,Italy,Low,Expert,10,7462.18
5661,65,Netherlands,Medium,Novice,12,29085.79
5662,45,Sweden,Low,Novice,8,16054.94
5663,29,Germany,Medium,Intermediate,19,39029.15
5664,45,Austria,Low,Novice,15,23584.2
5665,29,Germany,Medium,Novice,10,18579.47
5666,36,France,Medium,Intermediate,14,27970.82
5667,25,Netherlands,Medium,Expert,17,43297.57
5668,54,Austria,High,Expert,6,10979.5
5669,23,Italy,High,Novice,12,16208.25
5670,44,Spain,Medium,Expert,8,20836.91
5671,35,Spain,Medium,Novice,14,20498.3
5672,28,Spain,Medium,Novice,17,45090.31
5673,53,Germany,Low,Expert,8,17146.78
5674,45,Italy,Low,Intermediate,12,29041.31
5675,28,Sweden,Low,Novice,17,43873.27
5676,30,Sweden,Low,Novice,16,34548.78
5677,52,Italy,Low,Novice,12,16328.15
5678,38,Sweden,Low,Expert,14,27282.34
5679,35,France,High,Expert,15,29347.06
5680,53,Sweden,Low,Novice,20,33258.7
5681,62,France,High,Expert,20,26955.37
5682,57,France,Medium,Intermediate,11,26835.35
5683,57,Germany,Low,Novice,5,16546.76
5684,62,Italy,Low,Novice,20,45213.28
5685,45,France,High,Novice,19,33285.79
5686,53,France,High,Intermediate,16,27877.47
5687,42,Sweden,Medium,Expert,12,23160.29
5688,31,Austria,Medium,Expert,15,28639.95
5689,23,Spain,Medium,Novice,20,42129.83
5690,58,Spain,High,Intermediate,9,12398.24
5691,43,France,Medium,Novice,6,10978.58
5692,45,Spain,Medium,Intermediate,6,11775.33
5693,18,Germany,Low,Intermediate,8,16776.0
5694,28,France,High,Intermediate,12,24451.94
5695,27,Germany,Medium,Expert,20,51937.51
5696,64,France,Medium,Novice,7,14898.37
5697,65,Spain,Medium,Novice,8,15911.18
5698,48,Netherlands,Medium,Intermediate,17,34170.88
5699,62,Germany,Medium,Expert,7,22724.83
5700,49,Italy,Low,Novice,12,20287.61
5701,58,Sweden,Medium,Intermediate,18,37672.72
5702,18,Sweden,High,Intermediate,18,47139.97
5703,24,Austria,Medium,Novice,5,17728.38
5704,22,Spain,Low,Intermediate,12,21801.95
5705,44,Germany,Medium,Intermediate,11,23405.79
5706,25,Netherlands,High,Novice,14,21360.07
5707,52,Sweden,Low,Intermediate,7,10714.47
5708,40,Sweden,Medium,Intermediate,5,12031.3
5709,19,Sweden,High,Novice,18,38325.85
5710,43,Italy,Medium,Expert,5,11930.7
5711,43,Spain,Medium,Novice,18,45699.36
5712,40,Spain,High,Novice,7,16733.14
5713,46,France,Medium,Intermediate,11,36649.59
5714,54,France,Medium,Novice,13,37776.38
5715,35,Sweden,Medium,Intermediate,19,55336.99
5716,46,Sweden,Low,Novice,18,26170.62
5717,56,Germany,Medium,Intermediate,14,24923.17
5718,27,Austria,Medium,Novice,5,14838.19
5719,37,Germany,Medium,Intermediate,13,24781.79
5720,43,Italy,Low,Novice,8,16263.93
5721,56,Italy,Medium,Intermediate,8,11837.84
5722,34,Spain,Medium,Intermediate,19,35287.26
5723,54,Netherlands,Medium,Novice,9,23501.23
5724,50,France,High,Expert,8,16539.19
5725,37,Germany,Medium,Novice,17,32887.43
5726,47,Spain,High,Novice,8,15423.09
5727,43,Sweden,Medium,Expert,16,33914.99
5728,24,Italy,Low,Intermediate,18,34695.8
5729,19,Netherlands,Low,Novice,12,26598.05
5730,56,France,Medium,Intermediate,5,7890.91
5731,43,Germany,Medium,Novice,14,38091.12
5732,20,France,Medium,Expert,18,32504.9
5733,20,Italy,Medium,Intermediate,5,7294.54
5734,21,Germany,High,Novice,5,7951.87
5735,52,Austria,Low,Intermediate,13,23672.02
5736,32,Germany,Medium,Intermediate,19,34357.29
5737,53,France,High,Expert,8,8771.88
5738,39,Italy,Medium,Expert,14,25954.9
5739,53,France,Medium,Intermediate,14,33162.77
5740,34,Austria,High,Expert,15,37477.74
5741,53,Netherlands,Medium,Expert,17,30319.72
5742,18,France,High,Novice,19,41092.79
5743,41,Germany,Low,Novice,18,36842.02
5744,61,Netherlands,Medium,Intermediate,14,26013.89
5745,43,Germany,Medium,Expert,9,11714.4
5746,56,Netherlands,Medium,Novice,18,30392.17
5747,40,Italy,Low,Intermediate,18,31380.64
5748,54,France,High,Expert,14,20498.98
5749,60,Austria,High,Novice,14,30510.53
5750,46,Spain,Low,Intermediate,18,46541.69
5751,64,Germany,Medium,Intermediate,19,50013.27
5752,28,Italy,High,Expert,15,20934.16
5753,19,Germany,Medium,Novice,12,30142.64
5754,41,Sweden,Low,Novice,6,13304.08
5755,36,Netherlands,High,Novice,19,38895.96
5756,56,Spain,High,Novice,11,18528.12
5757,35,Sweden,Medium,Novice,19,39742.69
5758,43,Austria,High,Novice,8,12874.6
5759,20,Italy,Low,Intermediate,20,52153.33
5760,25,Netherlands,High,Intermediate,13,18854.55
5761,45,Austria,Medium,Novice,14,25062.08
5762,45,Austria,Low,Expert,11,19767.54
5763,29,Germany,Medium,Novice,7,11286.33
5764,31,Sweden,Medium,Novice,17,23356.89
5765,19,Netherlands,Medium,Novice,17,46581.03
5766,42,Netherlands,Medium,Intermediate,6,11384.57
5767,38,Netherlands,Medium,Intermediate,15,29124.75
5768,38,France,Low,Expert,9,8162.4
5769,32,Spain,Low,Novice,11,14578.26
5770,23,France,Low,Intermediate,20,56815.88
5771,31,Germany,Low,Expert,7,17696.94
5772,56,Germany,Low,Novice,7,16378.05
5773,26,Sweden,Low,Novice,5,17027.67
5774,22,Sweden,Medium,Novice,12,11456.93
5775,58,France,Medium,Novice,14,25212.51
5776,28,Italy,Medium,Intermediate,18,30753.58
5777,52,Sweden,Low,Novice,12,28951.2
5778,38,Sweden,Medium,Intermediate,14,37766.38
5779,28,France,Medium,Novice,7,14179.42
5780,61,Austria,Medium,Intermediate,14,29806.77
5781,38,Germany,Medium,Expert,8,14051.58
5782,38,Italy,Medium,Novice,19,57051.85
5783,22,Germany,Medium,Novice,6,7608.06
5784,58,Germany,Medium,Intermediate,18,47719.75
5785,34,Italy,Medium,Novice,7,20027.91
5786,32,Austria,Medium,Novice,7,8344.62
5787,27,Netherlands,Medium,Intermediate,8,17406.38
5788,65,Austria,Medium,Novice,17,43185.33
5789,47,Germany,Medium,Novice,5,14278.46
5790,54,Italy,Low,Novice,9,17002.27
5791,56,France,Low,Novice,5,7717.1
5792,50,Spain,Low,Novice,16,53741.85
5793,51,France,Medium,Expert,5,10278.04
5794,22,Sweden,Low,Expert,16,37914.55
5795,51,Spain,High,Novice,9,22028.83
5796,20,Spain,Medium,Intermediate,13,41535.33
5797,29,Austria,High,Novice,11,19344.72
5798,29,Italy,Medium,Novice,17,35406.46
5799,36,Austria,Medium,Novice,6,8750.12
5800,61,Germany,Medium,Novice,10,30644.68
5801,62,Netherlands,Medium,Expert,17,30142.07
5802,31,Netherlands,Medium,Novice,5,8786.01
5803,50,Germany,Low,Intermediate,7,14066.27
5804,24,Netherlands,Medium,Novice,13,29488.23
5805,36,Netherlands,High,Novice,18,27876.11
5806,65,Italy,Medium,Novice,8,25360.8
5807,28,Spain,High,Intermediate,20,43228.58
5808,22,Netherlands,Low,Expert,12,27693.77
5809,26,Spain,Medium,Novice,6,13847.0
5810,42,Sweden,Medium,Novice,14,32355.09
5811,39,Germany,Medium,Intermediate,7,17294.14
5812,19,Sweden,Low,Novice,17,32161.82
5813,56,Spain,Medium,Novice,19,39272.06
5814,19,Spain,High,Expert,13,15357.79
5815,61,Sweden,Medium,Novice,17,28999.56
5816,23,Spain,Medium,Intermediate,7,16000.04
5817,36,Netherlands,Low,Novice,8,21323.61
5818,35,Sweden,High,Intermediate,10,31028.62
5819,37,Spain,Medium,Expert,10,15775.39
5820,60,Spain,Medium,Intermediate,18,29015.64
5821,46,France,Medium,Expert,14,28965.88
5822,49,Netherlands,Medium,Intermediate,8,11136.37
5823,51,France,High,Intermediate,12,14411.13
5824,55,Germany,Low,Novice,20,42931.55
5825,65,Spain,Medium,Intermediate,16,25132.56
5826,60,Sweden,High,Expert,5,2850.62
5827,26,Netherlands,Medium,Novice,15,21766.18
5828,56,Austria,Medium,Novice,11,12335.85
5829,18,Netherlands,Medium,Intermediate,5,9076.91
5830,34,Netherlands,High,Intermediate,7,11739.64
5831,31,Italy,Medium,Expert,8,15816.06
5832,51,Italy,High,Novice,13,24495.43
5833,29,Sweden,Low,Novice,20,58181.63
5834,51,Spain,Medium,Novice,8,15696.1
5835,52,Germany,Medium,Intermediate,18,30449.42
5836,57,Italy,High,Novice,12,21536.12
5837,39,Spain,Low,Expert,19,34838.76
5838,65,Austria,Medium,Expert,16,24505.36
5839,64,Spain,Medium,Novice,9,13517.28
5840,24,Italy,Medium,Novice,15,40029.15
5841,38,France,Medium,Novice,8,13226.91
5842,45,Spain,Low,Expert,16,34164.02
5843,41,Germany,Medium,Intermediate,10,34935.47
5844,65,Spain,Medium,Novice,10,19691.56
5845,64,Italy,High,Novice,6,15499.1
5846,60,Netherlands,Low,Intermediate,11,16695.31
5847,19,Sweden,Medium,Novice,16,39871.87
5848,33,Austria,Medium,Novice,7,11190.89
5849,52,France,High,Expert,16,19414.21
5850,37,France,Medium,Novice,5,8358.84
5851,25,France,Medium,Novice,20,29423.88
5852,21,Sweden,Medium,Expert,13,23950.06
5853,24,Austria,Medium,Novice,17,21916.9
5854,36,Netherlands,Low,Novice,7,6872.32
5855,31,Sweden,Medium,Novice,17,33781.87
5856,39,Sweden,Medium,Intermediate,16,45311.11
5857,31,Italy,Medium,Novice,12,33935.39
5858,46,Germany,Low,Novice,14,20640.04
5859,64,Spain,Medium,Novice,12,22669.11
5860,40,France,Medium,Novice,18,34577.93
5861,18,Sweden,Medium,Novice,17,31461.49
5862,45,Germany,Medium,Expert,8,21837.99
5863,46,Sweden,Low,Intermediate,5,4122.25
5864,42,Austria,Medium,Intermediate,20,41599.33
5865,54,France,Medium,Intermediate,5,9278.4
5866,25,Germany,Medium,Novice,19,46641.86
5867,61,Spain,Low,Novice,18,40384.09
5868,50,France,Medium,Novice,13,15774.8
5869,19,Austria,Low,Intermediate,16,34609.05
5870,59,Italy,Medium,Novice,16,52927.28
5871,33,Netherlands,Low,Novice,7,14777.82
5872,34,Netherlands,Low,Intermediate,12,16056.26
5873,44,Germany,Low,Novice,16,37904.92
5874,62,Italy,High,Novice,8,29267.02
5875,31,Netherlands,Medium,Expert,8,13799.25
5876,37,Italy,High,Novice,12,29213.85
5877,41,Germany,Low,Intermediate,8,9977.85
5878,52,Germany,Low,Expert,11,24127.74
5879,18,Netherlands,Low,Novice,6,13293.85
5880,45,France,High,Intermediate,12,45697.2
5881,24,Netherlands,Medium,Intermediate,12,26767.58
5882,47,Germany,Medium,Intermediate,12,20953.68
5883,55,Netherlands,Medium,Expert,9,12527.98
5884,54,Italy,Medium,Novice,11,30484.03
5885,49,Italy,Low,Intermediate,9,20073.45
5886,60,Austria,Medium,Expert,10,19265.11
5887,18,Spain,Low,Intermediate,10,11443.51
5888,35,Spain,Medium,Intermediate,8,14219.58
5889,38,Austria,High,Novice,5,4584.09
5890,63,France,High,Intermediate,20,38724.25
5891,52,Sweden,High,Novice,19,40344.03
5892,49,Germany,Medium,Expert,14,26113.85
5893,19,Sweden,High,Expert,7,12279.75
5894,53,Germany,Medium,Intermediate,5,4338.9
5895,35,Austria,Medium,Expert,19,29594.01
5896,30,Netherlands,High,Intermediate,14,25528.49
5897,51,Germany,Medium,Novice,8,14276.89
5898,48,Italy,Medium,Novice,13,24881.88
5899,50,France,Medium,Novice,20,57750.19
5900,36,Austria,Medium,Novice,16,23920.4
5901,34,Germany,Low,Novice,11,15623.53
5902,18,Spain,High,Expert,14,17544.01
